Id,Label,type,budget,zip,interestPercentage
R001400,"Verband der chemischen Industrie e.V., Landesverband Bayern (VCI-LV Bayern)",Verein/Verband,80000.0,81679.0,0.0576923076923076
R003611,Industrieverband Technische Textilien - Rollladen - Sonnenschutz e.V. (ITRS e.V.),Verein/Verband,80000.0,36037.0,0.0
R003578,Fluxys TENP,Unternehmen,80000.0,40217.0,0.0
R004448,Verband Deutscher Gebirgs- und Wandervereine e.V. (Deutscher Wanderverband),Verein/Verband,80000.0,34117.0,0.0
R003037,Bundesverband der Deutschen Vending-Automatenwirtschaft e.V.,Verein/Verband,80000.0,50937.0,0.0
R000348,Deutscher Chorverband e.V.,Verein/Verband,80000.0,12043.0,0.0
R000323,BDSAV Bundesverband Deutscher Sonderabfall-verbrennungsanlagen e.V.,Verein/Verband,80000.0,30455.0,0.0
R001898,medmissio - Institut für Gesundheit weltweit,Verein/Verband,80000.0,97074.0,0.0
R000995,Freiwillige Selbstkontrolle Unterhaltungssoftware GmbH,Verein/Verband,80000.0,10119.0,0.2857142857142857
R004506,Deutsche Gesetzliche Unfallversicherung e. V. (DGUV),Verein/Verband,80000.0,10117.0,0.04
R001856,DuPont Deutschland Holding Gmbh & Co. KG,Unternehmen,80000.0,63263.0,0.0
R003186,Mehr Demokratie,Verein/Verband,80000.0,10450.0,0.1666666666666666
R003022,Pestizid Aktions-Netzwerk e.V. (PAN Germany),Verein/Verband,80000.0,22765.0,0.0
R000253,German Export Association for Food and Agriproducts GEFA e.V.,Verein/Verband,80000.0,10178.0,0.0
R001138,ResMed Germany Inc.,Unternehmen,80000.0,82152.0,0.0
R004131,VARTA AG,Unternehmen,80000.0,73479.0,0.0
R003039,General Atomics Europe GmbH,Unternehmen,80000.0,1109.0,0.0
R005235,Israel Aerospace Industries Ltd. ,Unternehmen,80000.0,,0.0
R005542,Landesverband der Feldsaatenerzeuger in Bayern e.V. (LdF),Verein/Verband,80000.0,85356.0,0.0
R000987,NRC Flüchtlingshilfe Deutschland gGmbH,Verein/Verband,80000.0,10787.0,0.0
R005566,VNG Handel & Vertrieb GmbH,Unternehmen,80000.0,4347.0,0.0
R005699,XSun,Unternehmen,80000.0,,0.0
R000491,Zentralkonsum eG,Unternehmen,80000.0,10179.0,0.0
R003955,Bundesverband IT-Mittelstand e.V. (BITMi),Verein/Verband,80000.0,52076.0,0.1666666666666666
R000850,Verband der Keramischen Industrie e. V.,Verein/Verband,70000.0,95100.0,0.0
R002664,figawa - Bundesvereinigung der Firmen im Gas- und Wasserfach e.V.,Verein/Verband,70000.0,50968.0,0.0
R002285,Sepsis-Stiftung,Verein/Verband,70000.0,12203.0,0.0
R001042,Wohnen im Eigentum e.V.,Verein/Verband,70000.0,53111.0,0.0
R000950,Bundesverband Deutscher Versicherungsmakler e.V.,Verein/Verband,70000.0,20459.0,0.1333333333333333
R000614,Verband der Chemischen Industrie e.V. Landesverband Rheinland-Pfalz e.V.,Verein/Verband,70000.0,67059.0,0.0
R002554,Berufsverband der Frauenärzte e.V. ,Verein/Verband,70000.0,80335.0,0.0
R000617,Wiese Consult GmbH,Consulting,70000.0,10117.0,0.0
R004057,Hewlett-Packard GmbH ,Unternehmen,70000.0,71034.0,0.5
R002236,Siemens Healthineers AG,Unternehmen,70000.0,91052.0,0.0238095238095238
R000622,Hafen Hamburg Marketing e.V. (HHM),Verein/Verband,70000.0,20457.0,0.0
R002718,BMVZ | Bundesverband Medizinische Versorgungszentren - Gesundheitszentren - Integrierte Versorgung e.V.,Verein/Verband,70000.0,10117.0,0.0
R002484,E+S Rückversicherung AG,Unternehmen,70000.0,30625.0,0.1111111111111111
R004264,Society for Worldwide Interbank Financial Telecommunication (SWIFT),Unternehmen,70000.0,,0.1666666666666666
R002483,Alfred Herrhausen Gesellschaft,Verein/Verband,70000.0,10117.0,0.1111111111111111
R000759,Corint Media GmbH,Unternehmen,70000.0,10785.0,0.2222222222222222
R002459,NV Nederlandse Gasunie,Unternehmen,70000.0,,0.0
R002654,Vereinigung Rohstoffe und Bergbau e.V.,Verein/Verband,70000.0,10625.0,0.0
R004194,WMP Healthcare GmbH,Consulting,70000.0,10787.0,0.0
R002667,Verband der Deutschen Möbelindustrie e.V.,Verein/Verband,70000.0,53604.0,0.0416666666666666
R002503,HanseWerk AG,Unternehmen,70000.0,25450.0,0.0
R000679,eurocom e.V. - European Manufacturers Federation for Compression Therapy and Orthopaedic Devices,Verein/Verband,70000.0,10117.0,0.0
R000494,Deutsche Gesellschaft für Telemedizin,Verein/Verband,70000.0,10117.0,0.0
R004029,Union Krankenversicherung Aktiengesellschaft,Unternehmen,70000.0,66123.0,0.0
R001939,IONOS Group SE,Unternehmen,70000.0,56410.0,0.2222222222222222
R002041,"Verband der Chemischen Industrie, Landesverband Baden-Württemberg",Verein/Verband,70000.0,76532.0,0.0285714285714285
R002040,EWE GASSPEICHER GmbH,Unternehmen,70000.0,26122.0,0.0
R002322,Global Blood Therapeutics Germany GmbH,Unternehmen,70000.0,10785.0,0.0
R003902,Wir Für Zukunft eG,Verein/Verband,70000.0,10119.0,0.0416666666666666
R000918,Herstellerverband Raumlufttechnische Geräte e. V.,Verein/Verband,70000.0,71636.0,0.0666666666666666
R000429,Fachverband Kartonverpackungen für flüssige Nahrungsmittel e. V. (FKN),Verein/Verband,70000.0,10117.0,0.0
R002648,Raiffeisen Waren-Zentrale Rhein-Main eG,Unternehmen,70000.0,50668.0,0.081081081081081
R000681,Bundesverband SchienenNahverkehr (BSN) e.V.,Verein/Verband,70000.0,10627.0,0.0
R002408,Intervet Deutschland GmbH,Unternehmen,70000.0,85716.0,0.0416666666666666
R002421,PreussenElektra GmbH,Unternehmen,70000.0,30457.0,0.0
R003897,Berufsverband Deutscher Psychologinnen und Psychologen e.V.,Verein/Verband,70000.0,10179.0,0.0
R000582,Zukunftsforum Familie e.V.,Verein/Verband,70000.0,10179.0,0.0
R004378,Bundesverband Deutscher Stiftungen e.V.,Verein/Verband,70000.0,10177.0,0.0833333333333333
R005546,Stiftung Münchner Sicherheitskonferenz gemeinnützige GmbH (MSC),Verein/Verband,70000.0,80333.0,0.0
R004186,Hessischer Apothekerverband e.V.,Verein/Verband,70000.0,63067.0,0.0
R000809,Fr. Lürssen Werft ,Unternehmen,70000.0,28759.0,0.0615384615384615
R002526,vdw Sachsen Verband der Wohnungs- und Immobilienwirtschaft e.V.,Verein/Verband,70000.0,1099.0,0.0
R002512,Berufsverband der Augenärzte Deutschlands e.V. (BVA),Verein/Verband,70000.0,40474.0,0.0
R002624,Stromnetz Berlin GmbH,Unternehmen,70000.0,12435.0,0.1
R004551,Waymo LLC,Unternehmen,70000.0,,0.0
R001734,ViiV Healthcare GmbH ,Unternehmen,70000.0,81675.0,0.0
R001699,Vitesco Technologies GmbH,Unternehmen,70000.0,93055.0,0.0784313725490196
R003399,Contracts for Difference Verband e.V.,Verein/Verband,70000.0,60312.0,0.0
R001711,Dachverband der Geowissenschaften e.V. (DVGeo),Verein/Verband,70000.0,10115.0,0.0
R001603,Gauselmann AG,Unternehmen,70000.0,32339.0,0.15625
R003616,Kohlberg Kravis Roberts GmbH,Unternehmen,70000.0,60311.0,0.1333333333333333
R003294,International Rescue Committee IRC Deutschland gGmbH,Verein/Verband,70000.0,13355.0,0.0
R003274,"Bundesverband der Selbstaendigen, Deutscher Gewerbeverbnand e.V.",,70000.0,53129.0,0.0357142857142857
R001685,Deutsche Friedensgesellschaft - Vereinigte KriegsdienstgegnerInnen (DFG-VK),Verein/Verband,70000.0,70188.0,0.0232558139534883
R003242,Landessportbund Sachsen-Anhalt e.V.,Verein/Verband,70000.0,6114.0,0.0
R003599,NTT Germany AG & Co. KG,Unternehmen,70000.0,61352.0,0.5
R003424,Brancheninitiative Produktverantwortung,Verein/Verband,70000.0,50678.0,0.0
R005674,High Tide Inc.,Unternehmen,70000.0,,0.0625
R004480,Börse Stuttgart cats GmbH,Unternehmen,70000.0,70174.0,0.2352941176470588
R000405,Open Knowledge Foundation Deutschland e. V.,Verein/Verband,70000.0,10179.0,0.6666666666666666
R005157,"Aktionsbündnis ""Für die Würde unserer Städte""",,70000.0,42697.0,0.0
R002012,DocMorris Services B.V.,Unternehmen,70000.0,,0.1428571428571428
R004495,Andreas Hermes Akademie (AHA) im Bildungswerk der Deutschen Landwirtschaft e.V.,Verein/Verband,70000.0,53175.0,0.0
R001935,1&1 Versatel GmbH,Unternehmen,70000.0,40468.0,0.2307692307692307
R003841,INFODAS GmbH,Unternehmen,70000.0,50765.0,0.3636363636363636
R001445,viagogo AG,Unternehmen,70000.0,,0.2222222222222222
R000662,,Unternehmen,70000.0,,0.0
R001529,missio - Internationales Katholisches Missionswerk e.V.,Verein/Verband,70000.0,52064.0,0.1538461538461538
R003044,Bundesverband für Ergotherapeut:innen in Deutschland e.V. (BED),Verein/Verband,70000.0,66693.0,0.05
R001526,Franz Cornelsen Bildungsholding GmbH & Co. KG,Unternehmen,70000.0,14197.0,0.1590909090909091
R000228,PRO MEHRWEG - Verband zur Förderung von Mehrwegverpackungen e.V.,Verein/Verband,70000.0,40549.0,0.0
R000229,Ecosystem Value Association e.V.,Verein/Verband,70000.0,10115.0,0.03125
R001770,AG Kino - Gilde,Verein/Verband,70000.0,10789.0,0.5
R001297,Grain Club,Verein/Verband,70000.0,10117.0,0.0
R003095,Bundesverband für Wirtschaftsförderung und Außenwirtschaft Global Economic Network e.V.,Verein/Verband,70000.0,10719.0,0.0694444444444444
R003178,Alterric GmbH ,Unternehmen,70000.0,26605.0,0.0
R001793,"Deutscher Richterbund, Bund der Richterinnen und Richter, Staatsanwältinnen und Staatsanwälte e. V. (DRB)",Verein/Verband,70000.0,10117.0,0.0952380952380952
R000249,Transparency International Deutschland e.V.,Verein/Verband,70000.0,10119.0,0.0666666666666666
R000222,Deutsche Gesellschaft für Mauerwerks- und Wohnungsbau e.V.,Verein/Verband,70000.0,10969.0,0.0
R005089,BAUER Resources GmbH,Unternehmen,70000.0,86529.0,0.0
R001879,Deutsches Tiefkühlinstitut e.V. ,Verein/Verband,70000.0,10117.0,0.0
R001941,Enterprise Autovermietung Deutschland B.V. & Co. KG,Unternehmen,70000.0,65760.0,0.0
R002961,Deutsche Feuerfest-Industrie e.V.,Verein/Verband,70000.0,56203.0,0.0
R004603,Apothekerverband Rheinland-Pfalz e. V. - LAV,Verein/Verband,70000.0,55116.0,0.0
R001187,Neptune Energy Deutschland GmbH,Unternehmen,70000.0,30659.0,0.0
R004679,Forum Bildung Digitalisierung e.V.,Verein/Verband,70000.0,10117.0,0.4285714285714285
R003218,Duisburger Hafen AG,Unternehmen,70000.0,47119.0,0.0
R003505,HelpAge Deutschland e.V.,Verein/Verband,70000.0,49080.0,0.0
R004364,Primagas Energie GmbH,Unternehmen,60000.0,47799.0,0.0
R001178,RELX Deutschland GmbH,Unternehmen,60000.0,40219.0,0.2258064516129032
R004560,Deutsches Jugendherbergswerk - DJH Hauptverband,Verein/Verband,60000.0,32760.0,0.0
R001900,"Virchowbund, Verband der niedergelassenen Ärztinnen und Ärzte Deutschlands e.V.",Verein/Verband,60000.0,10115.0,0.0
R000510,Bundesverband der deutschen Sportartikel-Industrie e.V. (BSI),Verein/Verband,60000.0,53113.0,0.0
R002683,Teach First Deutschland gemeinnützige GmbH,Verein/Verband,60000.0,10783.0,0.0
R002140,CureVac SE,Unternehmen,60000.0,72076.0,0.0
R003793,Iberdrola Renovables Deutschland GmbH,Unternehmen,60000.0,10117.0,0.0
R002133,Genius Wissenschaft und Kommunikation GmbH,Consulting,60000.0,64295.0,0.0
R003811,Bauindustrieverband Nordrhein-Westfalen e.V.,Verein/Verband,60000.0,40237.0,0.0294117647058823
R004555,cellcentric GmbH & Co. KG,Unternehmen,60000.0,73230.0,0.0
R001016,Menschen für Tierrechte - Bundesverband der Tierversuchsgegner,Verein/Verband,60000.0,53909.0,0.0
R004517,SMART Technologies Germany GmbH,Unternehmen,60000.0,50968.0,0.2941176470588235
R002899,Feldhoff & Cie. GmbH,Consulting,60000.0,60322.0,0.0
R001926,Deutsche Gesellschaft für die Vereinten Nationen e.V.,Verein/Verband,60000.0,10969.0,0.0
R001927,DocMorris Holding GmbH,Unternehmen,60000.0,10437.0,0.3076923076923077
R002083,Marconi Group Management International Ltd.,Unternehmen,60000.0,,0.1875
R001020,Industrieverband Heimtierbedarf (IVH) e.V.,Verein/Verband,60000.0,40547.0,0.0
R000492,GeoUnion Alfred-Wegener-Stiftung ,Verein/Verband,60000.0,14476.0,0.0
R002892,ALTUS AG,Unternehmen,60000.0,76135.0,0.0
R004531,PMeV - Professioneller Mobilfunk e. V.,Verein/Verband,60000.0,10119.0,0.1666666666666666
R001862,Umweltstiftung Michael Otto,Verein/Verband,60000.0,20095.0,0.0
R003522,Airbnb Germany GmbH,Unternehmen,60000.0,10178.0,0.1739130434782608
R001427,Bundesverband Bestattungsbedarf,Verein/Verband,60000.0,53604.0,0.0
R003377,zvoove Group GmbH,Unternehmen,60000.0,49835.0,0.1219512195121951
R000106,Heinrich Jacoby-Elsa Gindler-Stiftung,Verein/Verband,60000.0,14193.0,0.0
R001646,Wirtschaftsbeirat der Union e. V.,Verein/Verband,60000.0,80333.0,0.0
R005102,"GGEW, Gruppen- Gas- und Elektrizitätswerk Bergstraße Aktiengesellschaft",Unternehmen,60000.0,64625.0,0.0
R003839,Union der Deutschen Kartoffelwirtschaft e.V. (UNIKA),Verein/Verband,60000.0,10117.0,0.0
R004494,Deutsche Kinderhilfe - Die ständige Kindervertretung e.V.,Verein/Verband,60000.0,10117.0,0.0714285714285714
R005716,Solvay Specialty Polymers Germany GmbH,Unternehmen,60000.0,40476.0,0.0
R000268,Bund Deutscher Landschaftsarchitekten bdla ,Verein/Verband,60000.0,10179.0,0.0
R003034,Alliance for Regenerative Medicine,Verein/Verband,60000.0,,0.0
R004570,Klima-Bündnis der europäischen Städte mit indigenen Völkern der Regenwälder | Alianza del Clima e.V.,Verein/Verband,60000.0,60486.0,0.0
R000543,Bundesverband der Gipsindustrie e.V.,Verein/Verband,60000.0,10969.0,0.0
R003957,Deutsche Stiftung Verbraucherschutz,,60000.0,10696.0,0.0
R002149,BDGW Bundesvereinigung Deutscher Geld- und Wertdienste,Verein/Verband,60000.0,61352.0,0.0967741935483871
R001627,Rockwell Collins Deutschland GmbH,Unternehmen,60000.0,69123.0,0.0909090909090909
R004513,Gesellschaft zur Förderung des Tierwohls in der Nutztierhaltung mbH,Unternehmen,60000.0,53113.0,0.0
R000294,Bundesverband der Deutschen Transportbetonindustrie e. V.,Verein/Verband,60000.0,10969.0,0.0
R001027,Bundesverband Deutscher Anzeigenblätter e.V.,Verein/Verband,60000.0,10969.0,0.0
R002052,"TERRE DES FEMMES, Menschenrechte für die Frau e.V.",Verein/Verband,60000.0,13355.0,0.0
R001034,SUB Erste Lesung GmbH,Consulting,60000.0,10117.0,0.1136363636363636
R001065,Jena-Optronik GmbH,Unternehmen,60000.0,7745.0,0.1
R002841,TMF - Technologie- und Methodenplattform für die vernetzte medizinische Forschung e.V. (TMF),Verein/Verband,60000.0,10117.0,0.1666666666666666
R004481,Stichting AAP,Verein/Verband,60000.0,,0.0
R001983,Sodexo Pass GmbH (Sodexo Benefits and Rewards Services),Unternehmen,60000.0,60528.0,0.0
R001985,SOS Humanity / SOS MEDITERRANEE Deutschland e.V.,Verein/Verband,60000.0,12003.0,0.0
R001989,navos - Public Dialogue Consultants GmbH,Consulting,60000.0,10787.0,0.0
R002029,Arbeitsgemeinschaft Deutscher Rübenbauerverbände - ADR,Verein/Verband,60000.0,10117.0,0.0
R005649,logos public affairs,Consulting,60000.0,,0.0
R002028,Bundesverband der Kurier-Express-Post-Dienste e.V.,Verein/Verband,60000.0,10785.0,0.0789473684210526
R002814,Vereinigung Deutscher Landesschafzuchtverbände e. V.,Verein/Verband,60000.0,10117.0,0.0
R005625,Vorwerk SE & Co. KG,Unternehmen,60000.0,42270.0,0.2352941176470588
R004434,Zentrum für Unternehmensnachfolge an der Universität Mannheim (zentUma) e.V.,Verein/Verband,60000.0,68131.0,0.0
R002795,"Verband alleinerziehender Mütter und Väter e.V., Bundesverband",Verein/Verband,60000.0,10967.0,0.0
R003343,Solvay Chemicals GmbH,Unternehmen,60000.0,30173.0,0.0
R002879,,Consulting,60000.0,,0.0
R001632,HENSOLDT Optronics GmbH,Unternehmen,60000.0,73447.0,0.0689655172413793
R002244,Aurelia Stiftung,Verein/Verband,60000.0,14193.0,0.0
R000419,,Consulting,60000.0,,0.0
R002556,Arbeitsgemeinschaft bäuerliche Landwirtschaft / Bauernblatt e.V.,Verein/Verband,60000.0,59065.0,0.0
R002581,Deutscher Weiterbildungstag e.V.,Verein/Verband,60000.0,10115.0,0.0
R002263,Ada Health GmbH ,Unternehmen,60000.0,10178.0,0.0
R004266,EC POWER GmbH,Unternehmen,60000.0,14059.0,0.0
R001333,Bundesverband Deutscher Wurst- & Schinkenproduzenten,Verein/Verband,60000.0,53113.0,0.0
R000863, Waldbauernverband Nordrhein-Westfalen e. V.,Verein/Verband,60000.0,40599.0,0.0
R002585,Onyx Germany GmbH,Unternehmen,60000.0,10117.0,0.0
R004287,Meine Radiologie Holding GmbH,Unternehmen,60000.0,60325.0,0.0
R001304,FidAR - Frauen in die Aufsichtsräte e.V. ,Verein/Verband,60000.0,10707.0,0.0
R003103,Schutzgemeinschaft Deutscher Wald - Bund zur Förderung der Landespflege und des Naturschutzes - Bundesverband e.V.,Verein/Verband,60000.0,53115.0,0.0
R002563,KRY | DMS Digital Medical Supply Germany GmbH,Unternehmen,60000.0,10115.0,0.0
R004275,Industrieverband Geobaustoffe e.V. (IVG),,60000.0,63784.0,0.0
R005828,Gi Group Deutschland GmbH,Unternehmen,60000.0,40474.0,0.0526315789473684
R000845,Michael Succow Stiftung,Verein/Verband,60000.0,17489.0,0.0
R001285,Verband der Bayerischen Entsorgungsunternehmen e.V.,Verein/Verband,60000.0,80333.0,0.0
R003886,German-Irish Chamber of Industry and Commerce,,60000.0,,0.0
R005055,RUAG AG,Unternehmen,60000.0,,0.0
R003667,Werkstatträte Deutschland e.V.,Verein/Verband,60000.0,10117.0,0.0
R003223,Deutsches Steuerzahlerinstitut des Bundes der Steuerzahler e. V.,Verein/Verband,60000.0,10117.0,0.0
R000904,Verband deutscher Kreditplattformen e.V.,Verein/Verband,60000.0,10719.0,0.1923076923076923
R000906,OHB SE,Unternehmen,60000.0,28359.0,0.0625
R000939,FMI Fachverband Mineralwolleindustrie e.V.,Verein/Verband,60000.0,10117.0,0.0
R003070,Interessenverband kapitalmarktorientierter KMU e.V. ,Verein/Verband,60000.0,60322.0,0.0
R000560,BNW Bundesverband Nachhaltige Wirtschaft e.V.,Verein/Verband,60000.0,10117.0,0.0
R004756,Propan Rheingas GmbH & Co. KG,Unternehmen,60000.0,50321.0,0.0
R003665,EMobG Services Germany GmbH,Unternehmen,60000.0,20537.0,0.0555555555555555
R002553,International Paralympic Committee e.V. (IPC),Verein/Verband,60000.0,53113.0,0.0
R000633,Gardena GmbH,Unternehmen,60000.0,89079.0,0.0
R001495,DHL Freight Germany Holding GmbH,Unternehmen,60000.0,53175.0,0.0
R005523,Verband Bayerischer Pflanzenzüchter e.V. (VBP),Verein/Verband,60000.0,85356.0,0.0
R002319,Voi Technology Germany GmbH,Unternehmen,60000.0,80331.0,0.0
R001386,Deutsches Netzwerk der Forstunternehmen und Forsttechnik e. V. (Deutscher Forstunternehmerverband - DFUV),,60000.0,37077.0,0.046875
R001654,Eisai GmbH,Unternehmen,60000.0,60549.0,0.0
R004727,Varo Energy B.V.,Unternehmen,60000.0,,0.0
R004052,"Match Group Holdings I, LLC",Unternehmen,60000.0,,0.2857142857142857
R001355,Pathways Public Health GmbH,Consulting,60000.0,10117.0,0.0
R000169,Zentralverband Zoologischer Fachbetriebe Deutschlands e.V.,Verein/Verband,60000.0,65185.0,0.0
R003382,OMV Deutschland GmbH,Unternehmen,60000.0,84489.0,0.0317460317460317
R002307,Agora Transport Transformation gGmbH,,60000.0,10178.0,0.0392156862745098
R005819,Daikin Chemical Europe,Unternehmen,60000.0,40211.0,0.0
R003572,Deutsche Diabetes Gesellschaft e. V.,Verein/Verband,60000.0,10117.0,0.0
R005782,Scandlines Deutschland GmbH,Unternehmen,60000.0,20354.0,0.0
R001514,bayernets,Unternehmen,60000.0,80336.0,0.0
R001553,Deutsche PsychotherapeutenVereinigung e. V.,Verein/Verband,60000.0,10785.0,0.0
R004839,BASF Schwarzheide GmbH,Unternehmen,60000.0,1986.0,0.0
R000643,RUAG GmbH,Unternehmen,60000.0,10117.0,0.0
R002424,Gesamtverband der Werbeartikel-Wirtschaft e.V.,Verein/Verband,60000.0,50226.0,0.1333333333333333
R001557,Verband Deutscher Grossbaeckereien e.V.,Verein/Verband,60000.0,40470.0,0.0
R004169,evidia GmbH,Unternehmen,60000.0,44269.0,0.0
R002269,DIE STADTENTWICKLER.BUNDESVERBAND e.V.,Verein/Verband,60000.0,10179.0,0.0
R003488,Die HimmelsSchreiber GmbH,Consulting,60000.0,10623.0,0.087719298245614
R003498,Nowega GmbH,Unternehmen,60000.0,48147.0,0.0
R000645,Weltenergierat - Deutschland,Verein/Verband,60000.0,10178.0,0.0
R001467,Wirtschaftsverband Industrieller Unternehmen Baden e. V.,Verein/Verband,60000.0,79100.0,0.0
R002340,Asklepios Kliniken Management GmbH,Unternehmen,60000.0,61462.0,0.0
R005169,Xiaomi Technology Germany GmbH,Unternehmen,50000.0,40547.0,0.25
R005409,Eckiger Tisch e.V.,Verein/Verband,50000.0,12159.0,0.0
R003851,Bundesvereinigung der Prüfingenieure für Bautechnik e.V.,Verein/Verband,50000.0,10785.0,0.0
R005847,LEONET,Unternehmen,50000.0,94469.0,0.6666666666666666
R005646,Wall GmbH,Unternehmen,50000.0,10117.0,0.1111111111111111
R003602,Schleswig-Holstein Netz AG,Unternehmen,50000.0,25450.0,0.0
R003826,Germany Trade and Invest - Gesellschaft für Außenwirtschaft und Standortmarketing mbH (GTAI),Unternehmen,50000.0,10117.0,0.0
R004386,Zentralverband Deutscher Schiffsmakler ,Verein/Verband,50000.0,20095.0,0.0
R004917,Nordex ,Unternehmen,50000.0,22419.0,0.0
R004262,Hendricks & Schwartz GmbH ,Unternehmen,50000.0,80331.0,0.0
R003600,Deutsche Schmerrzgesellschaft e.V,Verein/Verband,50000.0,10555.0,0.0
R005422,Bayerischer Blinden- und Sehbehindertenbund e. V.,Verein/Verband,50000.0,80335.0,0.0
R004773,Red Bull Deutschland GmbH ,Unternehmen,50000.0,80805.0,0.0625
R004914,Deutsche Morbus Crohn / Colitis ulcerosa Vereinigung Bundesverband e.V. ,Verein/Verband,50000.0,10179.0,0.0
R005076,Bundesarbeitsgemeinschaft Katholische Jugendsozialarbeit (BAG KJS) e.V.,Verein/Verband,50000.0,40477.0,0.0
R004055,Bund für Umwelt und Naturschutz Deutschland Landesverband Bremen e.V.,Verein/Verband,50000.0,28203.0,0.0
R005305,DEMECAN Holding GmbH,Unternehmen,50000.0,1561.0,0.0
R005187,Sherwin-Williams Deutschland GmbH,Unternehmen,50000.0,42389.0,0.0
R004211,Gesamtverband Autoteile-Handel e.V. (GVA),Verein/Verband,50000.0,40880.0,0.05
R004016,Car 2 Car Communication Consortium,,50000.0,38108.0,0.125
R003647,Verband der Zoologischen Gärten (VdZ) e.V.,Verein/Verband,50000.0,10117.0,0.0
R002506,Asklepios Klinik Uckermark GmbH ,Unternehmen,50000.0,16303.0,0.0
R004705,Verband der Einzelimporteure internationaler Arzneimittel VEIA,Verein/Verband,50000.0,80639.0,0.0
R000590,Reisemobil Union e.V.,Verein/Verband,50000.0,60385.0,0.0
R003317,Kapsch TrafficCom AG,Unternehmen,50000.0,,0.2307692307692307
R003148,RSBK AG,Consulting,50000.0,60486.0,0.0
R000134,ENGIE Deutschland GmbH,Unternehmen,50000.0,10829.0,0.0
R004546,Arla Foods Deutschland GmbH,Unternehmen,50000.0,40472.0,0.0
R002496,Alstom Signal GmbH,Unternehmen,50000.0,38102.0,0.0909090909090909
R002895,ARAG Holding ,Unternehmen,50000.0,40472.0,0.0
R001395,Verband der Deutschen Heimtextilien-Industrie e.V.,Verein/Verband,50000.0,42109.0,0.0
R000113,Arbeitsgemeinschaft Geldautomaten,,50000.0,82024.0,0.0
R000767,Giesecke+Devrient Currency Technology GmbH,Unternehmen,50000.0,81677.0,0.0
R000115,VdW Bayern Verband bayerischer Wohnungsunternehmen e.V.,Verein/Verband,50000.0,80539.0,0.0
R003330,ZBI - Zentralverband der Ingenieurvereine e.V.,Verein/Verband,50000.0,44357.0,0.0
R000121,,Consulting,50000.0,,0.0
R002217,Springer Nature Group,Unternehmen,50000.0,14197.0,0.5
R002901,Qualcomm France SARL,Unternehmen,50000.0,,0.2
R001013,AKLHÜ e.V. - Netzwerk und Fachstelle für internationale personelle Zusammenarbeit,Verein/Verband,50000.0,53115.0,0.0
R001870,KOWITZ Policy Consultants GmbH & Co. KG,Consulting,50000.0,10557.0,0.0588235294117647
R002906,Bundesverband für körper- und mehrfachbehinderte Menschen (bvkm),Verein/Verband,50000.0,40239.0,0.0
R002626,Deutsche Gesellschaft für Kinder- und Jugendmedizin e.V. (DGKJ),Verein/Verband,50000.0,10115.0,0.0
R003146,Frankfurt Main Finance e.V.,Verein/Verband,50000.0,60594.0,0.0
R000607,Fachvereinigung Edelmetalle e. V.,Verein/Verband,50000.0,75172.0,0.0434782608695652
R002917,Bundesverband der Betreuungsdienste e.V.,Verein/Verband,50000.0,50858.0,0.0
R000125,Deutsche Stiftung Kranke Neugeborene,Verein/Verband,50000.0,1099.0,0.0
R000133,APWPT e.V.,Verein/Verband,50000.0,10437.0,0.0
R001373,Branchenverband Cannabiswirtschaft e.V. (BvCW),Verein/Verband,50000.0,10117.0,0.0
R003698,SenerTec Kraft-Wärme-Energiesysteme GmbH,Unternehmen,50000.0,97424.0,0.0
R005203,Bundesverband Wassersportwirtschaft e.V.,Verein/Verband,50000.0,50829.0,0.0
R004900,Plant Litter Association,Verein/Verband,50000.0,,0.0
R003737,Arbeitsgemeinschaft Wasserkraftwerke Baden-Württemberg e. V.,Verein/Verband,50000.0,72221.0,0.0
R004133,Bayerischer Bauindustrieverband e. V.,Verein/Verband,50000.0,80331.0,0.0
R003970,KARL STORZ SE & Co. KG,Unternehmen,50000.0,78532.0,0.0
R003790,Bundesverband evangelische Behindertenhilfe e.V. (BeB) ,Verein/Verband,50000.0,10115.0,0.0
R003968,Spotify Belgium NV,Unternehmen,50000.0,,0.2857142857142857
R005292,KME Germany GmbH,Unternehmen,50000.0,49074.0,0.0
R004207,E. Breuninger GmbH & Co.,Unternehmen,50000.0,70173.0,0.1176470588235294
R003341,S20 - The Sponsors' Voice e.V. ,Verein/Verband,50000.0,60385.0,0.0
R003954,rehaVital Gesundheitsservice GmbH,,50000.0,22297.0,0.0
R003967,Deutsch-Namibische Gesellschaft e.V.,Verein/Verband,50000.0,37085.0,0.0
R004514,Netzwerk Artikel 3 e.V.,Verein/Verband,50000.0,10117.0,0.0
R004164,HiPP GmbH & Co. Vertrieb KG,Unternehmen,50000.0,85276.0,0.0
R004767,ADVERB - Agentur für Verbandskommunikation,Consulting,50000.0,10117.0,0.0
R005290,"Deutsches Jugendherbergswerk, Landesverband Bayern e.V.",Verein/Verband,50000.0,81679.0,0.0
R004006,Anheuser-Busch InBev Germany Holding GmbH,Unternehmen,50000.0,28199.0,0.0714285714285714
R003942,Verband Deutscher Prädikatsweingüter e.V.,Verein/Verband,50000.0,55120.0,0.0
R004568,GFT Technologies SE,Unternehmen,50000.0,70567.0,0.0714285714285714
R003545,Architects for Future Deutschland e.V.,Verein/Verband,50000.0,28205.0,0.0
